YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2007,2007,CA,California,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.7,1.7,,,Total,"(37.638640123, -120.999999538)",BF,BF2,Q013,VALUE,06,Total,Total,OVR,OVERALL
2018,2018,NY,New York,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(42.82700103200045, -75.54397042699964)",SD,SD2,Q064,VALUE,36,Total,Total,OVR,OVERALL
2010,2010,NH,New Hampshire,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(43.655950113, -71.50036092)",TV,TV2,Q065,VALUE,33,Total,Total,OVR,OVERALL
2013,2013,OH,Ohio,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(40.060210141, -82.404260056)",TV,TV2,Q065,VALUE,39,Total,Total,OVR,OVERALL
2010,2010,PA,Pennsylvania,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,Yes,10001,,,Total,"(40.793730152, -77.860700294)",FV,FV2,Q032,VALUE,42,Total,Total,OVR,OVERALL
2010,2010,UT,Utah,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(39.360700171, -111.587130635)",FV,FV2,Q033,VALUE,49,Total,Total,OVR,OVERALL
2018,2018,ND,North Dakota,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,No,10002,,,Total,"(47.47531977900047, -100.11842104899966)",PA,PA2,Q053,VALUE,38,Total,Total,OVR,OVERALL
2010,2010,AK,Alaska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(64.845079957001, -147.722059036)",FV,FV2,Q032,VALUE,02,Total,Total,OVR,OVERALL
2019,2019,NC,North Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(35.466220975000454, -79.15925046299964)",FV,FV2,Q033,VALUE,37,Total,Total,OVR,OVERALL
2007,2007,CO,Colorado,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,2.1,2.1,,,Total,"(38.843840757, -106.133610921)",BF,BF2,Q016,VALUE,08,Total,Total,OVR,OVERALL
2017,2017,IN,Indiana,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(39.766910452, -86.149960194)",TV,TV2,Q065,VALUE,18,Total,Total,OVR,OVERALL
2012,2012,NC,North Carolina,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,2.2,2.2,,,Total,"(35.466220975, -79.159250463)",FV,FV2,Q024,VALUE,37,Total,Total,OVR,OVERALL
2011,2011,CA,California,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(37.638640123, -120.999999538)",FV,FV2,Q033,VALUE,06,Total,Total,OVR,OVERALL
2011,2011,SC,South Carolina,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(33.998821303, -81.045371207)",TV,TV2,Q065,VALUE,45,Total,Total,OVR,OVERALL
2011,2011,UT,Utah,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.7,1.7,,,Total,"(39.360700171, -111.587130635)",BF,BF2,Q013,VALUE,49,Total,Total,OVR,OVERALL
2017,2017,NV,Nevada,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(39.49324039, -117.071840564)",PA,PA2,Q052,VALUE,32,Total,Total,OVR,OVERALL
2016,2016,NE,Nebraska,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,No,10002,,,Total,"(41.641040988001, -99.365720623)",PA,PA2,Q053,VALUE,31,Total,Total,OVR,OVERALL
2013,2013,DE,Delaware,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(39.008830667, -75.577741168)",TV,TV2,Q066,VALUE,10,Total,Total,OVR,OVERALL
2019,2019,MO,Missouri,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(38.635790776000476, -92.56630005299968)",TV,TV2,Q065,VALUE,29,Total,Total,OVR,OVERALL
2014,2014,MI,Michigan,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(44.661319543001, -84.71439027)",TV,TV2,Q066,VALUE,26,Total,Total,OVR,OVERALL
2015,2015,TX,Texas,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(31.827240407, -99.426770206)",TV,TV2,Q066,VALUE,48,Total,Total,OVR,OVERALL
2017,2017,ME,Maine,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(45.254228894001, -68.985031336)",SD,SD2,Q064,VALUE,23,Total,Total,OVR,OVERALL
2010,2010,MN,Minnesota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(46.355648736, -94.794200503)",FV,FV2,Q032,VALUE,27,Total,Total,OVR,OVERALL
2011,2011,NC,North Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(35.466220975, -79.159250463)",FV,FV2,Q032,VALUE,37,Total,Total,OVR,OVERALL
2019,2019,GU,Guam,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(13.444304, 144.793731)",BF,BF2,Q016,VALUE,66,Total,Total,OVR,OVERALL
2020,2020,OH,Ohio,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,22.3,22.3,,,Total,"(40.06021014100048, -82.40426005599966)",BF,BF2,Q016,VALUE,39,Total,Total,OVR,OVERALL
2012,2012,OK,Oklahoma,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.6,0.6,,,Total,"(35.472031356, -97.521070214)",BF,BF2,Q014,VALUE,40,Total,Total,OVR,OVERALL
2018,2018,OH,Ohio,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(40.06021014100048, -82.40426005599966)",FV,FV2,Q032,VALUE,39,Total,Total,OVR,OVERALL
2017,2017,IA,Iowa,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,7.3,7.3,,,Total,"(42.469400913, -93.816490556)",FV,FV2,Q024,VALUE,19,Total,Total,OVR,OVERALL
2012,2012,AZ,Arizona,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,Yes,10001,,,Total,"(34.86597028, -111.763811277)",FV,FV2,Q032,VALUE,04,Total,Total,OVR,OVERALL
2015,2015,FL,Florida,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(28.932040377, -81.928960539)",PA,PA2,Q052,VALUE,12,Total,Total,OVR,OVERALL
2013,2013,CO,Colorado,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(38.843840757, -106.133610921)",PA,PA2,Q052,VALUE,08,Total,Total,OVR,OVERALL
2010,2010,NV,Nevada,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(39.49324039, -117.071840564)",PA,PA2,Q052,VALUE,32,Total,Total,OVR,OVERALL
2013,2013,VA,Virginia,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(37.542680674, -78.457890463)",SD,SD2,Q064,VALUE,51,Total,Total,OVR,OVERALL
2011,2011,MA,Massachusetts,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(42.27687047, -72.082690675)",TV,TV2,Q065,VALUE,25,Total,Total,OVR,OVERALL
2015,2015,NH,New Hampshire,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(43.655950113, -71.50036092)",TV,TV2,Q065,VALUE,33,Total,Total,OVR,OVERALL
2017,2017,AR,Arkansas,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(34.748650124, -92.274490743)",TV,TV2,Q065,VALUE,05,Total,Total,OVR,OVERALL
2016,2016,NV,Nevada,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(39.49324039, -117.071840564)",TV,TV2,Q066,VALUE,32,Total,Total,OVR,OVERALL
2013,2013,NH,New Hampshire,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(43.655950113, -71.50036092)",SD,SD2,Q064,VALUE,33,Total,Total,OVR,OVERALL
2016,2016,LA,Louisiana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(31.312660644, -92.445680071)",FV,FV2,Q032,VALUE,22,Total,Total,OVR,OVERALL
2015,2015,RI,Rhode Island,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(41.708280193, -71.522470314)",FV,FV2,Q032,VALUE,44,Total,Total,OVR,OVERALL
2010,2010,NY,New York,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase sports drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,45.8,45.8,,,Total,"(42.827001032, -75.543970427)",SD,SD2,Q063,VALUE,36,Total,Total,OVR,OVERALL
2017,2017,MN,Minnesota,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of food hubs in each state,,Value,5,5,,,Total,"(46.355648736, -94.794200503)",FV,FV2,Q025,VALUE,27,Total,Total,OVR,OVERALL
2013,2013,ND,North Dakota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(47.475319779, -100.118421049)",FV,FV2,Q032,VALUE,38,Total,Total,OVR,OVERALL
2011,2011,FL,Florida,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(28.932040377, -81.928960539)",PA,PA2,Q052,VALUE,12,Total,Total,OVR,OVERALL
2014,2014,MT,Montana,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,4.1,4.1,,,Total,"(47.066528972, -109.424420645)",BF,BF2,Q013,VALUE,30,Total,Total,OVR,OVERALL
2017,2017,NM,New Mexico,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Number of food hubs in each state,,Value,1,1,,,Total,"(34.520880952, -106.240580985)",FV,FV2,Q025,VALUE,35,Total,Total,OVR,OVERALL
2013,2013,NY,New York,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,4.9,4.9,,,Total,"(42.827001032, -75.543970427)",BF,BF2,Q016,VALUE,36,Total,Total,OVR,OVERALL
2012,2012,HI,Hawaii,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept SNAP benefits,,Value,30.7,30.7,,,Total,"(21.304850435, -157.857749403)",FV,FV2,Q029,VALUE,15,Total,Total,OVR,OVERALL
2019,2019,TX,Texas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(31.827240407000488, -99.42677020599967)",FV,FV2,Q032,VALUE,48,Total,Total,OVR,OVERALL
2012,2012,WY,Wyoming,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,7.6,7.6,,,Total,"(43.235541343, -108.109830353)",FV,FV2,Q024,VALUE,56,Total,Total,OVR,OVERALL
2007,2007,TN,Tennessee,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.8,1.8,,,Total,"(35.68094058, -85.774490914)",BF,BF2,Q013,VALUE,47,Total,Total,OVR,OVERALL
2012,2012,ND,North Dakota,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,79.1,79.1,,,Total,"(47.475319779, -100.118421049)",FV,FV2,Q061,VALUE,38,Total,Total,OVR,OVERALL
2013,2013,KS,Kansas,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(38.3477403, -98.200781227)",SD,SD2,Q064,VALUE,20,Total,Total,OVR,OVERALL
2007,2007,NV,Nevada,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,0.9,0.9,,,Total,"(39.49324039, -117.071840564)",BF,BF2,Q013,VALUE,32,Total,Total,OVR,OVERALL
2015,2015,SC,South Carolina,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.6,0.6,,,Total,"(33.998821303, -81.045371207)",BF,BF2,Q014,VALUE,45,Total,Total,OVR,OVERALL
2011,2011,MS,Mississippi,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,1.3,1.3,,,Total,"(32.745510099, -89.538030825)",BF,BF2,Q013,VALUE,28,Total,Total,OVR,OVERALL
2014,2014,SD,South Dakota,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,79.6,79.6,,,Total,"(44.353130053, -100.373530637)",FV,FV2,Q061,VALUE,46,Total,Total,OVR,OVERALL
2018,2018,WY,Wyoming,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(43.23554134300048, -108.10983035299967)",PA,PA2,Q052,VALUE,56,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,2.6,2.6,,,Total,"(28.932040377, -81.928960539)",BF,BF2,Q016,VALUE,12,Total,Total,OVR,OVERALL
2012,2012,ME,Maine,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,87.4,87.4,,,Total,"(45.254228894001, -68.985031336)",FV,FV2,Q061,VALUE,23,Total,Total,OVR,OVERALL
2013,2013,AL,Alabama,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,2.5,2.5,,,Total,"(32.840571122, -86.631860762)",BF,BF2,Q016,VALUE,01,Total,Total,OVR,OVERALL
2010,2010,NJ,New Jersey,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,15.5,15.5,,,Total,"(40.130570048, -74.273691288)",SD,SD2,Q062,VALUE,34,Total,Total,OVR,OVERALL
2011,2011,MN,Minnesota,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(46.355648736, -94.794200503)",TV,TV2,Q065,VALUE,27,Total,Total,OVR,OVERALL
2012,2012,TX,Texas,School Health Policies and Practices Study,Physical Activity,Physical Activity - Environmental or Policy Supports,State provides guidance on policies for school districts or schools on recess,,Value,Yes,10001,,,Total,"(31.827240407, -99.426770206)",PA,PA2,Q055,VALUE,48,Total,Total,OVR,OVERALL
2012,2012,SC,South Carolina,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept SNAP benefits,,Value,13.6,13.6,,,Total,"(33.998821303, -81.045371207)",FV,FV2,Q029,VALUE,45,Total,Total,OVR,OVERALL
2009,2009,RI,Rhode Island,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,"Number of farmers markets per 100,000 residents",,Value,3.7,3.7,,,Total,"(41.708280193, -71.522470314)",FV,FV2,Q024,VALUE,44,Total,Total,OVR,OVERALL
2017,2017,CA,California,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(37.63864012300047, -120.99999953799971)",PA,PA2,Q053,VALUE,06,Total,Total,OVR,OVERALL
2013,2013,DC,District of Columbia,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(38.890371385, -77.031961127)",TV,TV2,Q065,VALUE,11,Total,Total,OVR,OVERALL
2008,2008,TX,Texas,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(31.827240407, -99.426770206)",BF,BF2,Q016,VALUE,48,Total,Total,OVR,OVERALL
2007,2007,WI,Wisconsin,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.6,2.6,,,Total,"(44.393191174, -89.816370742)",BF,BF2,Q013,VALUE,55,Total,Total,OVR,OVERALL
2011,2011,ND,North Dakota,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for limiting total media time for children 2 years or older to not more than 30 minutes once a week,,Value,No,10002,,,Total,"(47.475319779, -100.118421049)",TV,TV2,Q066,VALUE,38,Total,Total,OVR,OVERALL
2018,2018,TN,Tennessee,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(35.68094058000048, -85.77449091399967)",FV,FV2,Q032,VALUE,47,Total,Total,OVR,OVERALL
2015,2015,MS,Mississippi,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,0.0,0,,,Total,"(32.745510099, -89.538030825)",BF,BF2,Q016,VALUE,28,Total,Total,OVR,OVERALL
2019,2019,DC,District of Columbia,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(38.89037138500049, -77.03196112699965)",PA,PA2,Q053,VALUE,11,Total,Total,OVR,OVERALL
2016,2016,NM,New Mexico,School Health Profiles (Profiles),Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of secondary schools that offered a self-serve salad bar to students,,Value,43.4,43.4,,,Total,"(34.520880952, -106.240580985)",FV,FV2,Q061,VALUE,35,Total,Total,OVR,OVERALL
2018,2018,MO,Missouri,ECE Surveillance Sources,Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"State child care regulations align with national standards for avoiding sugar, including concentrated sweets such as candy, sodas, sweetened drinks, fruit nectars, and flavored milk",,Value,No,10002,,,Total,"(38.635790776000476, -92.56630005299968)",SD,SD2,Q064,VALUE,29,Total,Total,OVR,OVERALL
2017,2017,MT,Montana,ECE Surveillance Sources,Physical Activity,Physical Activity - Environmental or Policy Supports,State child care regulations align with national standards for moderate- to vigorous- intensity physical activity for preschoolers,,Value,No,10002,,,Total,"(47.066528972, -109.424420645)",PA,PA2,Q052,VALUE,30,Total,Total,OVR,OVERALL
2015,2015,FL,Florida,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,,Value,Yes,10001,,,Total,"(28.932040377, -81.928960539)",PA,PA2,Q053,VALUE,12,Total,Total,OVR,OVERALL
2017,2017,AL,Alabama,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,No,10002,,,Total,"(32.840571122, -86.631860762)",FV,FV2,Q033,VALUE,01,Total,Total,OVR,OVERALL
2014,2014,PA,Pennsylvania,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,,Value,Yes,10001,,,Total,"(40.793730152, -77.860700294)",FV,FV2,Q033,VALUE,42,Total,Total,OVR,OVERALL
2007,2007,PA,Pennsylvania,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of International Board Certified Lactation Consultants (IBCLCs) per 1,000 live births",,Value,2.3,2.3,,,Total,"(40.793730152, -77.860700294)",BF,BF2,Q013,VALUE,42,Total,Total,OVR,OVERALL
2016,2016,DE,Delaware,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.4,0.4,,,Total,"(39.008830667, -75.577741168)",BF,BF2,Q014,VALUE,10,Total,Total,OVR,OVERALL
2017,2017,MT,Montana,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Percent of live births occurring at facilities designated as ""baby friendly"" by the Baby Friendly Hospital Initiative (BFHI)",,Value,12.4,12.4,,,Total,"(47.066528972, -109.424420645)",BF,BF2,Q016,VALUE,30,Total,Total,OVR,OVERALL
2017,2017,KS,Kansas,Fruits and Vegetables Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,Percent of farmers markets that accept WIC Farmers Market Nutrition Program coupons,,Value,2.6,2.6,,,Total,"(38.3477403, -98.200781227)",FV,FV2,Q030,VALUE,20,Total,Total,OVR,OVERALL
2011,2011,UT,Utah,Breastfeeding Surveillance Sources,Breastfeeding,Breastfeeding - Environmental or Policy Supports,"Number of La Leche League leaders per 1,000 live births",,Value,0.9,0.9,,,Total,"(39.360700171, -111.587130635)",BF,BF2,Q014,VALUE,49,Total,Total,OVR,OVERALL
2014,2014,AL,Alabama,ECE Surveillance Sources,Television Viewing,Television Viewing - Environmental or Policy Supports,State child care regulations align with national standards for prohibiting use of media and computers with children younger than 2 years,,Value,No,10002,,,Total,"(32.840571122, -86.631860762)",TV,TV2,Q065,VALUE,01,Total,Total,OVR,OVERALL
2016,2016,CA,California,School Health Profiles (Profiles),Sugar Drinks,Sugar Drinks - Environmental or Policy Supports,"Percent of secondary schools that allowed students to purchase sports drinks from one or more vending machines or at the school store, canteen, or snack bar",,Value,21.3,21.3,,,Total,"(37.638640123, -120.999999538)",SD,SD2,Q063,VALUE,06,Total,Total,OVR,OVERALL
2012,2012,RI,Rhode Island,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,,Value,No,10002,,,Total,"(41.708280193, -71.522470314)",FV,FV2,Q032,VALUE,44,Total,Total,OVR,OVERALL
